OBJECT_ID,YEAR,SAMPLE_DAT,LATITUDE,LONGITUDE,DEPTH,Count_,LOCATION,COUNT_CLASS
2135,2013,14-Jan-2013,27.29818,-82.56739,0.5,407000,South Lido Park,Medium
2889,2014,31-Jul-2014,28.31794,-83.46762,1,406000,Port Richey; 45 mi W of,Medium
372,2007,22-Oct-2007,26.355,-82.168,0.5,405000,.,Medium
2175,2013,15-Jan-2013,27.33375,-82.57938,0.5,405000,"New Pass Dock, Sarasota Bay",Medium
1513,2012,22-Oct-2012,27.4669,-82.7829,0,404000,CS-01,Medium
151,2007,7-Mar-2007,26.45157,-82.01543,0.5,403000,Lee Co Lighthouse Beach,Medium
286,2007,16-Oct-2007,30.3244,-87.181,0.5,400000,Pensacola Beach,Medium
326,2007,17-Oct-2007,29.9078,-81.2867,0,400000,"St. Augustine Inlet, South Jetty",Medium
774,2009,3-Nov-2009,26.45381,-82.03573,0,400000,Sanibel ramp,Medium
1684,2012,7-Nov-2012,26.52636,-82.19388,0.5,400000,S. Seas Plantation Entrance,Medium
2140,2013,14-Jan-2013,27.26518,-82.5531,0.5,400000,Siesta Beach,Medium
1987,2012,12-Dec-2012,27.7598,-82.6313,0.5,399600,"Bayboro Harbor, USF",Medium
377,2007,23-Oct-2007,26.381,-82.177,0.5,398000,.,Medium
2382,2013,24-Jan-2013,27.1118,-82.4731,0.5,398000,"North Jetty Park, SW of",Medium
3406,2015,9-Nov-2015,27.11382,-82.46883,0.5,398000, ,Medium
1083,2011,9-Dec-2011,26.4378,-82.1324,0.5,396000,"Sanibel, W of",Medium
1598,2012,2-Nov-2012,26.3388,-82.1195,0.5,396000,CS-13,Medium
2932,2014,4-Aug-2014,28.381083,-83.483416,0.5,396000,BE1408-1-09,Medium
3364,2015,3-Nov-2015,27.33375,-82.57938,0.5,394000, ,Medium
639,2008,11-Oct-2008,26.5527,-82.2514,0.5,393000,10C,Medium
2253,2013,16-Jan-2013,27.273017,-82.60135,0.5,391600,"Palm Island, 2.2 miles W of",Medium
1456,2012,18-Oct-2012,27.33375,-82.57938,0.5,391000,"New Pass Dock, Sarasota Bay",Medium
2197,2013,15-Jan-2013,27.1516,-82.47709,0.5,391000,"Casey Key, E of, Little Sarasota Bay",Medium
2649,2013,21-Feb-2013,26.49417,-82.17522,0.5,391000,Buck Key,Medium
2655,2013,21-Feb-2013,26.6798,-82.2196,0.5,391000,Mondongo Island,Medium
2705,2013,27-Feb-2013,27.33375,-82.57938,0.5,391000,"New Pass Dock, Sarasota Bay",Medium
259,2007,13-Oct-2007,30.108333,-85.746666,0.3,390000,Panama City CGA -1,Medium
2457,2013,4-Feb-2013,25.9733,-81.7278,0.5,389300,"Big Marco Pass, Snook Inn",Medium
2571,2013,13-Feb-2013,26.45157,-82.01543,0.5,389300,Lighthouse Beach,Medium
381,2007,23-Oct-2007,26.387,-82.18,0.5,387000,.,Medium
1145,2011,24-Dec-2011,26.309167,-82.14793,0.5,387000,"Sanibel Island, 8.63 miles SW of",Medium
2209,2013,16-Jan-2013,26.33998,-82.11716,0.5,387000,"Sanibel Island, S of",Medium
3574,2015,21-Dec-2015,30.224222,-85.713972,0.5,386333, ,Medium
1470,2012,20-Oct-2012,26.575,-82.43833,0.5,385300,"North Captiva Island, 14.14 miles W of",Medium
2887,2014,31-Jul-2014,28.46671,-83.63314,13,384000,Herrnando Beach; 58 mi W of,Medium
3232,2015,12-Oct-2015,27.11382,-82.46883,0.5,383000, ,Medium
528,2007,10-Dec-2007,27.87745,-80.48863,0.5,382600,"Sebastian Inlet, @ A1A",Medium
1282,2012,4-Oct-2012,26.4533,-82.3696,0.5,382000,"Turner Beach, 11.4 mi W of",Medium
2098,2013,7-Jan-2013,26.49417,-82.17522,0.5,381300,Buck Key,Medium
3478,2015,23-Nov-2015,27.51477,-82.68395,0.5,381111, ,Medium
1679,2012,7-Nov-2012,26.6716,-82.1895,0.5,380600,"Part Island, North of",Medium
3288,2015,21-Oct-2015,27.3316,-82.5779,0.5,380000, ,Medium
3504,2015,30-Nov-2015,27.29818,-82.56739,0.5,379000, ,Medium
642,2008,12-Oct-2008,26.5795,-82.2752,0.5,378000,11,Medium
3299,2015,23-Oct-2015,27.3316,-82.5779,0.5,378000, ,Medium
1186,2012,4-Jan-2012,26.456067,-82.00708,0.5,377600,"Lighthouse Pier, E of, San Carlos Bay",Medium
538,2007,10-Dec-2007,27.56139,-80.32333,0.5,377000,Indian River Co Round Island Beach Park sp 10,Medium
1221,2012,1-Mar-2012,25.681733,-81.357883,0.5,377000,"Pavilion Key, 0.7m SW of",Medium
1181,2012,3-Jan-2012,25.9334,-81.6496,0.5,376000,Goodland Bridge,Medium
2667,2013,22-Feb-2013,27.0981,-82.4637,0.5,375000,"Venice Beach, SW of",Medium
3324,2015,28-Oct-2015,30.376167,-86.504167,0.5,375000,Destin Pass,Medium
574,2007,22-Dec-2007,28.06135,-80.552817,0.5,373300,Melbourne Beach Surf Road,Medium
2380,2013,24-Jan-2013,27.1641,-82.4941,0.5,373000,Casey Key,Medium
2458,2013,4-Feb-2013,25.9124,-81.7171,0.5,368000,Caxambas Pass,Medium
2533,2013,6-Feb-2013,26.6716,-82.1895,0.5,368000,"Part Island, North of",Medium
3291,2015,21-Oct-2015,26.80562,-82.27415,0.5,367500, ,Medium
66,2007,15-Jan-2007,26.6092,-82.221,0.5,367000,Captiva Pass,Medium
173,2007,24-Sep-2007,26.468,-82.223,7,367000,.,Medium
287,2007,16-Oct-2007,30.3876,-86.5251,0,367000,Eglin AFB Beach,Medium
943,2011,14-Oct-2011,26.5668,-82.3728,0.5,366600,"North Captiva Island, 9.7 miles SW of",Medium
1009,2011,28-Nov-2011,26.411333,-82.05856,0.5,366600,"Tarpon Road Beach, 1.4 miles S of",Medium
1577,2012,31-Oct-2012,26.6467,-82.2203,0.5,366600,"Cabbage Key, S of",Medium
2291,2013,16-Jan-2013,27.249567,-82.55775,6,366600,"Siesta Key, 1.4 miles W of",Medium
213,2007,1-Oct-2007,29.71849,-81.23103,0.5,363000,Matanzas,Medium
1122,2011,19-Dec-2011,25.9334,-81.6496,0.5,360000,Goodland Bridge,Medium
1898,2012,26-Nov-2012,26.6798,-82.2196,0.5,360000,Mondongo Island,Medium
2188,2013,15-Jan-2013,27.1768,-82.49412,0.5,360000,"Blackburn Point Road, S of, Little Sarasota Bay",Medium
2456,2013,4-Feb-2013,25.91165,-81.72805,0.5,360000,S. Marco Beach,Medium
1022,2011,28-Nov-2011,26.3874,-81.94143,0.5,359300,"Lovers Key State Park, 3.8 miles W of",Medium
1490,2012,22-Oct-2012,27.1717,-82.5523,0.5,358000,CS-05,Medium
1831,2012,19-Nov-2012,26.6798,-82.2196,0.5,357300,Mondongo Island,Medium
2309,2013,21-Jan-2013,27.33375,-82.57938,0.5,357000,"New Pass Dock, Sarasota Bay",Medium
3229,2015,12-Oct-2015,27.26518,-82.5531,0.5,356000, ,Medium
3276,2015,19-Oct-2015,27.07827,-82.45286,0,355000, ,Medium
2355,2013,23-Jan-2013,26.6798,-82.2196,0.5,354600,Mondongo Island,Medium
3126,2014,23-Oct-2014,26.278889,-82.16144,0.5,352667,Sanibel Island; 10.94 mi SW of,Medium
1560,2012,31-Oct-2012,26.49417,-82.17522,0.5,352600,Buck Key,Medium
2809,2013,2-Apr-2013,26.4785,-82.01301,0.5,352600,Sanibel Causeway,Medium
2877,2013,26-Nov-2013,26.38591,-81.84631,0.5,352600,"Long Key, Estero Bay",Medium
942,2011,14-Oct-2011,26.563583,-82.37571,0.5,352000,"North Captiva Island, 10.7 miles SW of",Medium
966,2011,27-Oct-2011,26.39033,-82.34813,0.5,352000,"Sanibel Island, 14.9 miles SW of",Medium
1075,2011,9-Dec-2011,26.4431,-82.0247,0.5,352000,Sanibel Beach,Medium
1085,2011,9-Dec-2011,26.426,-82.1304,0.5,352000,"Sanibel, 0.73 miles SW of",Medium
1473,2012,22-Oct-2012,26.6716,-82.1895,0.5,352000,"Part Island, North of",Medium
1823,2012,15-Nov-2012,26.4161,-82.2023,0,352000,Sanibel Island,Medium
1894,2012,26-Nov-2012,26.5535,-82.1963,0.5,352000,Redfish Pass,Medium
2601,2013,18-Feb-2013,26.813,-82.266,0.5,352000,"Bird Key, 0.7 mile SE of",Medium
3289,2015,21-Oct-2015,27.33375,-82.57938,0.5,352000, ,Medium
2176,2013,15-Jan-2013,27.1239,-82.4495,0.5,351000,Dana Bay,Medium
2847,2013,18-Nov-2013,26.33939,-82.11961,9.5,351000,"Sanibel Island, S of",Medium
1170,2011,29-Dec-2011,25.91165,-81.72805,0.5,350600,S. Marco Beach,Medium
130,2007,18-Feb-2007,25.58333,-81.33,0.5,350000,"Lostmans Key, 7.22 mi WNW of",Medium
1355,2012,9-Oct-2012,26.541472,-82.28108,0.5,350000,"Captiva Island, 5.16 miles W of",Medium
2187,2013,15-Jan-2013,27.15984,-82.48401,0.5,350000,"Casey Key, NE of, Little Sarasota Bay",Medium
2846,2013,18-Nov-2013,26.33939,-82.11961,0.5,350000,"Sanibel Island, S of",Medium
1121,2011,19-Dec-2011,25.9124,-81.7171,0.5,349300,Caxambas Pass,Medium
2490,2013,5-Feb-2013,26.77233,-82.2071,0.5,349300,"Bull Bay, mouth of",Medium
319,2007,17-Oct-2007,26.151,-81.94,0.5,349000,02G,Medium
320,2007,17-Oct-2007,26.151,-81.94,7,349000,02G,Medium
332,2007,17-Oct-2007,26.151,-81.94,0.5,349000,.,Medium
333,2007,17-Oct-2007,26.151,-81.94,12.5,349000,.,Medium
1508,2012,22-Oct-2012,27.4975,-82.7274,0.5,349000,NS-01,Medium
1182,2012,3-Jan-2012,25.9804,-81.7029,0.5,348000,"Big Marco Pass, 951 launch ramp",Medium
2647,2013,21-Feb-2013,26.57427,-82.13556,0.5,347300,"Cork Island, W of",Medium
2010,2012,18-Dec-2012,26.92467,-82.36189,0.5,346600,Englewood Beach,Medium
877,2011,5-Oct-2011,26.8484,-82.37527,0.5,345000,"Bocilla Island, 3.8 miles SW of",Medium
2843,2013,18-Nov-2013,26.38849,-81.97917,0.5,345000,"Lovers State Park, W of",Medium
1746,2012,13-Nov-2012,26.6798,-82.2196,0.5,344600,Mondongo Island,Medium
2859,2013,18-Nov-2013,26.33939,-82.11961,9.5,344300,"Algier's Beach, 6.2 miles SSW of",Medium
383,2007,23-Oct-2007,26.436,-82.188,0.5,343000,.,Medium
1824,2012,15-Nov-2012,26.3391,-82.1191,0.5,343000,"Sanibel Island, 4.5 miles S of",Medium
2522,2013,5-Feb-2013,26.243167,-82.06666,7,342300,"Vanderbilt Beach, 15 miles W of",Medium
2606,2013,18-Feb-2013,26.699,-82.119,0.5,342300,"Jug Creek Point, E of, Matlacha Pass",Medium
1226,2012,1-Mar-2012,25.351767,-81.19775,0.5,339000,"Ponce De Leon Bay, 3.41 miles W of",Medium
2376,2013,24-Jan-2013,27.3346,-82.6007,0.5,338000,"New Pass, NW of",Medium
840,2011,22-Sep-2011,20.088083,-91.03041,3,337300,"Campeche, offshore of",Medium
1082,2011,9-Dec-2011,26.4327,-82.1244,0.5,337300,"Sanibel, 0.14 miles SW of",Medium
25,2007,3-Jan-2007,25.8818,-81.777917,0,337000,5.5 mi NW of Cape Romano,Medium
1044,2011,5-Dec-2011,25.9733,-81.7278,0.5,336000,"Big Marco Pass, Snook Inn",Medium
2028,2012,26-Dec-2012,26.42309,-82.08012,0.5,336000,Tarpon Road Beach,Medium
439,2007,6-Nov-2007,29.82285,-85.33842,0.5,334300,"St Joseph Bay, mid-Bay",Medium
1899,2012,26-Nov-2012,26.71558,-82.2575,0.5,333300,Boca Grande Pass,Medium
2586,2013,18-Feb-2013,25.9733,-81.7278,0.5,333300,"Big Marco Pass, Snook Inn",Medium
216,2007,2-Oct-2007,29.4793,-81.12589,0.5,333000,Flagler Co South Flagler Pier,Medium
300,2007,16-Oct-2007,30.37497,-81.39751,0,333000,"Duval Co Hanna Park Katherine Abbey, Wonderwood Road",Medium
451,2007,14-Nov-2007,30.3915,-86.5224,0.5,333000,Destin Pass SW side of Hwy 98,Medium
144,2007,1-Mar-2007,24.4587,-81.8492,0.5,332000,XX18,Medium
3519,2015,1-Dec-2015,27.51477,-82.68395,0.3,331611, ,Medium
1578,2012,31-Oct-2012,26.71558,-82.2575,0.5,330600,Boca Grande Pass,Medium
2554,2013,11-Feb-2013,26.58867,-82.16371,0.5,330600,Captiva Shoals,Medium
3526,2015,1-Dec-2015,30.3831,-86.450094,0.5,330556,Henderson Beach State Park,Medium
2428,2013,30-Jan-2013,26.8352,-82.282,0.5,330300,"Little Gasparilla Island, 0.5 mi E of",Medium
1850,2012,20-Nov-2012,27.5385,-82.7402,0.5,330000,Anna Maria Island,Medium
3290,2015,21-Oct-2015,26.92467,-82.36189,0.5,328611, ,Medium
633,2008,11-Oct-2008,26.5808,-82.272,0.5,328000,10D,Medium
1889,2012,26-Nov-2012,26.6716,-82.1895,0.5,328000,"Part Island, North of",Medium
3445,2015,16-Nov-2015,30.096861,-85.609778,0.5,328000, ,Medium
1494,2012,22-Oct-2012,27.261,-82.5653,0.5,327000,NS-04,Medium
2990,2014,8-Aug-2014,28.540366,-83.832766,9.8,326600,BE1408-1-02,Medium
978,2011,22-Nov-2011,26.45157,-82.01543,0.5,325600,Lighthouse Beach,Medium
2935,2014,5-Aug-2014,28.3807,-83.6594,6.8,325000,BE1408-1-10,Medium
3451,2015,17-Nov-2015,30.195556,-85.7225,0.5,324722,Posten Bayou; NW of (West Bay),Medium
1363,2012,10-Oct-2012,27.0389,-82.5285,0.5,323000,CR-6,Medium
1016,2011,28-Nov-2011,26.387733,-82.0345,0.5,322600,"Sanibel Beach, 3.4 miles S of",Medium
1674,2012,7-Nov-2012,26.58867,-82.16371,0.5,322600,Captiva Shoals,Medium
2360,2013,23-Jan-2013,26.53235,-82.11938,0.5,322600,Regla Island,Medium
2459,2013,4-Feb-2013,25.9334,-81.6496,0.5,322600,Goodland Bridge,Medium
3208,2015,5-Oct-2015,30.124111,-85.631,0.5,322333,Military Point; W of (East Bay),Medium
2254,2013,16-Jan-2013,27.273017,-82.60135,4.5,322300,"Palm Island, 2.2 miles W of",Medium
1595,2012,2-Nov-2012,27.70008,-82.2889,0.5,322000,CS-9 dup,Medium
1369,2012,10-Oct-2012,27.0975,-82.5204,0.5,321000,CR-5,Medium
1600,2012,2-Nov-2012,26.4154,-82.2015,0.5,321000,CS-12,Medium
2054,2012,28-Dec-2012,24.81192,-81.66467,0.5,321000,"Sawyer Key, 7 miles NW of",Medium
2304,2013,18-Jan-2013,27.3316,-82.5779,0.5,320000,"Bay Dock, Sarasota Bay",Medium
2536,2013,6-Feb-2013,26.52636,-82.19388,0.5,320000,S. Seas Plantation Entrance,Medium
2598,2013,18-Feb-2013,26.484483,-82.14725,0.2,320000,"Wulfert Keys, Pine Island Sound",Medium
2947,2014,5-Aug-2014,28.380766,-84.003833,1.2,320000,BE1408-1-12,Medium
1579,2012,31-Oct-2012,26.7022,-82.183,0.5,319000,Bokeelia Island,Medium
2482,2013,5-Feb-2013,26.50355,-82.27205,5,318000,"Captiva Island, W of",Medium
2285,2013,16-Jan-2013,27.1345,-82.61723,0.5,317600,"Casey Key, 8.3 miles SW of",Medium
2500,2013,5-Feb-2013,26.341806,-82.1288,4.8,317600,"Sanibel Island, 6.3 miles S of",Medium
2511,2013,5-Feb-2013,26.360139,-81.89319,3.8,317600,"Lovers Key State Park, 2 miles SW of",Medium
2516,2013,5-Feb-2013,26.243167,-82.06666,0.5,317600,"Vanderbilt Beach, 15 miles W of",Medium
2712,2013,27-Feb-2013,26.71558,-82.2575,0.5,317600,Boca Grande Pass,Medium
485,2007,30-Nov-2007,28.081067,-80.56175,0,317300,"Indialantic, Tuckaway Shores",Medium
2931,2014,4-Aug-2014,28.381083,-83.483416,4.2,317000,BE1408-1-09,Medium
3085,2014,12-Sep-2014,29.20295,-83.21075,0.5,316667,Hog Island; 7.93 miles W of (Cedar Key),Medium
2964,2014,5-Aug-2014,28.234083,-83.4868,1.2,316600,BE1408-1-16,Medium
1748,2012,13-Nov-2012,26.6716,-82.1895,0.5,315300,"Part Island, North of",Medium
1317,2012,9-Oct-2012,27.0147,-82.4439,0,314000,BMB-5,Medium
1364,2012,10-Oct-2012,27.0375,-82.5294,0,314000,CR-6,Medium
2845,2013,18-Nov-2013,26.38849,-81.97917,0.5,314000,"Lovers State Park, W of",Medium
2899,2014,4-Aug-2014,28.539433,-84.0074,9.8,314000,BE1408-1-01,Medium
3528,2015,2-Dec-2015,27.7402,-82.75402,0.5,314000,Corey Avenue; W of (Blind Pass),Medium
3329,2015,28-Oct-2015,29.7848,-85.347,0.5,313542, ,Medium
436,2007,6-Nov-2007,29.70895,-85.32767,0.5,312600,"St. Joseph Bay, spat site 2",Medium
1169,2011,29-Dec-2011,25.91245,-81.7168,0.5,312600,"Marco Island Dock, Caxambas Park",Medium
1655,2012,6-Nov-2012,27.33983,-82.58141,0.5,312000,New Pass Transect,Medium
1764,2012,14-Nov-2012,27.5967,-82.6055,0.5,312000,"Joe Island, 0.57 mi NW of",Medium
1669,2012,7-Nov-2012,29.8975,-82.3404,0.5,311600,"Stump Pass, Lemon Bay",Medium
2059,2012,29-Dec-2012,24.82207,-81.60904,0.2,311000,"Sawyer Key, 4.6 miles N of",Medium
2883,2014,31-Jul-2014,28.19049,-83.50109,1,310000,Anclote Keys; 40 mi W of,Medium
3378,2015,5-Nov-2015,27.33375,-82.57938,0.5,310000, ,Medium
573,2007,19-Dec-2007,28.06135,-80.55282,0.5,308000,Melbourne Beach Surf Road,Medium
735,2009,30-Oct-2009,26.453812,-82.035728,0.5,308000,Sanibel Ramp,Medium
895,2011,6-Oct-2011,26.699933,-82.37663,7,306600,"Cayo Costa , 7.1 miles NW of",Medium
1278,2012,2-Oct-2012,26.92467,-82.36189,0.5,306600,Englewood Beach,Medium
2363,2013,23-Jan-2013,26.5535,-82.1752,0.5,306600,Redfish Pass,Medium
659,2008,16-Dec-2008,24.861817,-81.57176,0,306333,Summerland Key Area,Medium
2058,2012,29-Dec-2012,24.8032,-81.69831,0.2,306000,"Marvin Key, 6.9 miles N of",Medium
2210,2013,16-Jan-2013,26.3157,-82.99958,0.5,305000,"Sanibel Island, 54 miles SW of",Medium
2690,2013,25-Feb-2013,27.10034,-82.46089,0.5,305000,Venice Beach,Medium
2562,2013,11-Feb-2013,25.9804,-81.7029,0.5,304000,"Big Marco Pass, 951 launch ramp",Medium
2906,2014,4-Aug-2014,28.5397,-83.661366,19,303333,BE1408-1-03,Medium
3107,2014,23-Sep-2014,29.2326,-83.6253,0.6,303333,Suwannee; 28 mi W of,Medium
449,2007,9-Nov-2007,29.76832,-85.40002,0,303300,"St. Joseph Bay, Eagle Harbor",Medium
79,2007,16-Jan-2007,27.057,-82.4436,0,303000,SCDH - Caspersen Beach,Medium
2150,2013,14-Jan-2013,27.10034,-82.46089,0.5,303000,Venice Beach,Medium
2464,2013,5-Feb-2013,26.82483,-82.34995,5,303000,"Little Gasparilla Island, W of",Medium
3576,2015,21-Dec-2015,30.259694,-85.749083,0.5,303000, ,Medium
3441,2015,16-Nov-2015,27.529833,-82.704,0.5,302667, ,Medium
3271,2015,19-Oct-2015,27.26518,-82.5531,0,302000, ,Medium
3214,2015,5-Oct-2015,29.85838,-85.3428,0.5,301389,Windmark Beach (St. Joseph Bay),Medium
378,2007,23-Oct-2007,26.381,-82.177,4,301000,.,Medium
3172,2014,24-Nov-2014,25.9733,-81.7278,0.5,300333,Big Marco Pass; Snook Inn,Medium
384,2007,23-Oct-2007,26.423,-82.212,0.5,300000,.,Medium
1294,2012,8-Oct-2012,27.2652,-82.5531,0.5,300000,Siesta Beach  (SCHD),Medium
3265,2015,19-Oct-2015,27.44602,-82.68798,0.5,299444, ,Medium
221,2007,3-Oct-2007,30.266666,-86.508333,0.5,299333,Destin CGA -4,Medium
188,2007,25-Sep-2007,30.5283,-81.43415,0,298600,"Amelia Island, south end Atlantic side",Medium
2392,2013,25-Jan-2013,27.3316,-82.5779,0.5,298000,"Bay Dock, Sarasota Bay",Medium
1206,2012,12-Jan-2012,26.423183,-82.02593,0.5,297300,"Sanibel Island, 1.26 miles SE of",Medium
3558,2015,9-Dec-2015,27.33375,-82.57938,0.5,297000, ,Medium
1509,2012,22-Oct-2012,27.4975,-82.7274,0,296000,NS-01,Medium
1773,2012,15-Nov-2012,27.582583,-82.6815,0.5,295600,"Skeet Key, 4.25 miles W of",Medium
3553,2015,7-Dec-2015,30.3273,-87.1419,1,295056, ,Medium
3555,2015,8-Dec-2015,27.33375,-82.57938,0.5,295000, ,Medium
880,2011,6-Oct-2011,26.53055,-82.24921,0.5,293300,"Captiva Island, 3.4 miles W of",Medium
896,2011,6-Oct-2011,26.7024,-82.34445,0.5,293300,"Cayo Costa , 5.3 miles NW of",Medium
917,2011,11-Oct-2011,26.57967,-82.4353,0.5,293300,"Cayo Costa, 13.5 miles W",Medium
1929,2012,27-Nov-2012,27.6055,-82.6508,0.5,293300,"Skyway Fishing Pier, South",Medium
2161,2013,14-Jan-2013,26.6092,-82.221,0.5,293300,Captiva Pass,Medium
2501,2013,5-Feb-2013,26.341806,-82.1288,9.5,293300,"Sanibel Island, 6.3 miles S of",Medium
2600,2013,18-Feb-2013,26.8223,-82.277,0.5,293300,"Bird Key, Placida Harbor ",Medium
1521,2012,22-Oct-2012,27.311,-82.5772,0.5,292000,Lido  Beach Casino (SCHD),Medium
1522,2012,22-Oct-2012,27.2982,-82.5674,0.5,291000,South Lido Park  (SCHD),Medium
2212,2013,16-Jan-2013,26.3157,-82.99958,0.5,291000,"Sanibel Island, 54 miles SW of",Medium
1421,2012,16-Oct-2012,27.1531,-82.4802,0.5,290000,"Casey Key, E of, Little Sarasota Bay",Medium
3503,2015,30-Nov-2015,27.311,-82.57718,0.5,290000, ,Medium
3388,2015,9-Nov-2015,30.125,-85.731944,0.5,289833,St. Andrews Pass,Medium
878,2011,5-Oct-2011,26.84841,-82.3752,0.5,289000,"Bocilla Island, 3.5 miles SW of",Medium
2189,2013,15-Jan-2013,27.35841,-82.56685,0.5,289000,"Stephens Point, SW of",Medium
3517,2015,1-Dec-2015,30.195556,-85.7225,0.5,289000,Posten Bayou; NW of (West Bay),Medium
207,2007,27-Sep-2007,30.2887,-81.388,0.5,288300,"Jacksonville Beach, Beach Blvd Access",Medium
531,2007,10-Dec-2007,27.87745,-80.48863,0.5,288300,SEAS Station #330,Medium
1448,2012,18-Oct-2012,26.33005,-81.84531,0.5,288300,Barefoot Beach,Medium
1305,2012,8-Oct-2012,27.10034,-82.46089,0.5,288000,Venice Beach,Medium
1790,2012,15-Nov-2012,27.2073,-82.576,0.5,288000,"Blind Pass, 3.2 miles W of",Medium
2191,2013,15-Jan-2013,27.35841,-82.56685,0.5,287000,"Stephens Point, SW of",Medium
3058,2014,28-Aug-2014,28.503183,-83.058416,3.6,286333,Hernando Beach; 24 mi W of,Medium
1638,2012,6-Nov-2012,27.6055,-82.6508,0.5,286000,"Skyway Fishing Pier, South",Medium
1031,2011,29-Nov-2011,26.508954,-82.04435,0.5,285300,"Merwin Key, San Carlos Bay",Medium
3171,2014,24-Nov-2014,25.9124,-81.7171,0.5,283333,Caxambas Park,Medium
907,2011,11-Oct-2011,26.6716,-82.1895,0.5,283000,"Part Island, North of",Medium
174,2007,24-Sep-2007,26.471,-82.231,0.5,282000,.,Medium
1698,2012,8-Nov-2012,27.0484,-82.4417,0.5,282000,"North Manasota Key, W of, GOM",Medium
1820,2012,15-Nov-2012,26.50295,-82.2742,0,282000,"Buck Key, 5.21 mi W of",Medium
1825,2012,15-Nov-2012,26.3391,-82.1191,0,282000,"Sanibel Island, 4.5 miles S of",Medium
663,2008,16-Dec-2008,24.84905,-81.74286,0,281667,Summerland Key Area,Medium
1463,2012,18-Oct-2012,26.6798,-82.2196,0.5,281600,Mondongo Island,Medium
1372,2012,10-Oct-2012,27.1234,-82.4993,0,281000,CR-2,Medium
3047,2014,28-Aug-2014,28.503183,-83.058417,1.2,280600,Hernando Beach; 24 mi W of,Medium
3057,2014,28-Aug-2014,28.503183,-83.058416,1.2,280600,Hernando Beach; 24 mi W of,Medium
204,2007,27-Sep-2007,30.332,-81.39568,0.5,280000,North Atlantic Beach,Medium
734,2009,29-Oct-2009,26.42309,-82.08012,0.5,280000,Algiers Beach,Medium
1858,2012,20-Nov-2012,27.582333,-82.6758,3.4,280000,"Mullet Key, 3.66 miles SE of",Medium
844,2011,23-Sep-2011,20.413117,-91.11325,3,278600,"Campeche, offshore of",Medium
1232,2012,2-Mar-2012,25.166733,-81.19865,0.5,278600,"Cape Sable, 3.64 miles W of",Medium
2160,2013,14-Jan-2013,26.59925,-82.18463,0.5,278600,Captiva Rocks,Medium
1281,2012,4-Oct-2012,26.6323,-82.3696,0.5,278000,"Boca Grande Pass, 8.35 mi SW of",Medium
1350,2012,9-Oct-2012,26.468417,-82.30633,0.5,277600,"Silver Key, 8.14 miles W of",Medium
339,2007,18-Oct-2007,26.26,-82.009,11,277000,3,Medium
353,2007,18-Oct-2007,26.26,-82.009,11,277000,3,Medium
589,2008,12-Feb-2008,25.6799,-81.3587,0.5,277000,Pavilion Key,Medium
1762,2012,14-Nov-2012,27.59069,-82.63142,0.5,277000,"Sunshine Skyway, end of S causeway",Medium
1204,2012,12-Jan-2012,26.423467,-82.04786,0.5,275000,"Sanibel Island, 0.54 miles SE of",Medium
2561,2013,11-Feb-2013,25.9733,-81.7278,0.5,274600,"Big Marco Pass, Snook Inn",Medium
857,2011,28-Sep-2011,27.07827,-82.45286,0.5,274000,Service Club Park,Medium
1510,2012,22-Oct-2012,27.4147,-82.6895,0.5,274000,NS-02,Medium
1830,2012,15-Nov-2012,27.11157,-82.51659,0.5,274000,"Midnight Pass, 2.99 miles W of",Medium
2673,2013,22-Feb-2013,26.043425,-81.77497,0.5,272300,"Halloway Island, N of",Medium
2862,2013,18-Nov-2013,26.38849,-81.97917,1,270000,"Sanibel Beach, 4.8 miles SE of",Medium
931,2011,12-Oct-2011,26.8162,-82.2805,0.5,269600,"Bird Key, SW of, Gasparilla Pass",Medium
2916,2014,4-Aug-2014,28.541516,-83.142516,10.4,269600,BE1408-1-06,Medium
2946,2014,5-Aug-2014,28.380766,-84.003833,5.5,269467,BE1408-1-12,Medium
2858,2013,18-Nov-2013,26.33939,-82.11961,1,269300,"Algier's Beach, 6.2 miles SSW of",Medium
398,2007,25-Oct-2007,26.03,-82.078,0.5,269000,.,Medium
1420,2012,16-Oct-2012,27.1445,-82.4751,0.5,269000,"Laurel, NW of, Blackburn Bay",Medium
1606,2012,2-Nov-2012,26.7001,-82.2889,0.5,269000,CS-9,Medium
2369,2013,24-Jan-2013,27.2007,-82.5116,0.5,269000,Midnight Pass,Medium
2504,2013,5-Feb-2013,26.289333,-82.09952,12,269000,"Wiggins State Park, 16.4 miles W of",Medium
3261,2015,16-Oct-2015,27.3316,-82.5779,0.5,269000, ,Medium
2053,2012,28-Dec-2012,24.79875,-81.63867,0.5,268000,"Sawyer Key, 5.1 miles NW of",Medium
176,2007,24-Sep-2007,26.471,-82.231,8,267000,.,Medium
253,2007,11-Oct-2007,29.92833,-81.30889,0.5,267000,N St Johns #71,Medium
303,2007,16-Oct-2007,29.29139,-81.03817,0,267000,"Volusia County Granda, Ormond Beach",Medium
262,2007,13-Oct-2007,30.084999,-85.773333,21.34,266667,Panama City CGA -2,Medium
1480,2012,22-Oct-2012,25.91165,-81.72805,0.5,266600,S. Marco Beach,Medium
1597,2012,2-Nov-2012,26.484583,-82.01097,2,266600,"Punta Rassa, Sanibel Causeway",Medium
2955,2014,5-Aug-2014,28.232333,-83.830783,1.2,266600,BE1408-1-14,Medium
